Quadrat,Lat,Long,Elev,MTAnn,Isoth,MnTCP,T_AR,MTWetQ,MTDQ,MTClQ,Pann,PWetP,PSeas,PWrQ,EC,pH,OrgC,NTOT,PTOT,Pav,Kav,Mg,Ca,K,Clay,Silt,Sand,Stype,Sdep,ibra
NR13,-32.7885,116.8909,303,15.5,0.51,4.4,26.5,9.9,21.6,9.9,509,96,74,38,8,5.7,1.19,0.041,22,2,55,0.39,1.02,0.1,2.7,0.8,96.4,1,9,Jarrah Forest
NR14,-32.7571,116.8546,378,15,0.51,4.1,26.5,9.4,21.2,9.4,533,101,74,40,8,6.3,2.47,0.127,94,2,220,0.9,6.79,0.43,2.7,4.5,92.9,5,4,Jarrah Forest
NR15,-32.7984,117.0706,331,15.5,0.51,4.5,26.4,9.8,21.6,9.8,470,87,71,38,13,6.1,7.89,0.179,140,5,330,4.18,14.27,0.69,3.2,2,94.9,4,1,Avon Wheatbelt
NR16,-32.7986,117.0706,331,15.5,0.51,4.5,26.4,9.8,21.6,9.8,470,87,71,38,11,5.6,2.53,0.09,96,0.2,120,0.77,0.96,0.24,2.5,4.2,93.3,2,2,Avon Wheatbelt
NR17,-32.7988,117.0756,331,15.5,0.51,4.5,26.4,9.8,21.6,9.8,468,86,71,38,10,5.8,1.94,0.067,67,0.2,97,0.49,0.78,0.2,2.7,2.4,94.9,1,9,Avon Wheatbelt
NR18,-32.7893,117.0855,338,15.5,0.5,4.5,26.4,9.8,21.6,9.8,464,85,71,38,11,6,4.03,0.144,80,3,150,1.06,4.69,0.27,4.8,1.8,93.4,4,2,Avon Wheatbelt
NR19,-32.7389,117.1574,306,15.7,0.5,4.6,26.6,10,20.3,10,425,78,69,37,14,6.3,2.59,0.129,140,8,300,2.59,7.72,0.56,3,4.5,92.5,4,1,Avon Wheatbelt
NR20,-32.7446,117.1565,308,15.7,0.5,4.6,26.6,10,20.3,10,426,78,69,37,180,6.2,3.61,0.22,150,4,200,8.16,9.2,0.33,1.6,3.3,95.1,4,1,Avon Wheatbelt
NR21,-32.7412,117.1483,309,15.7,0.5,4.6,26.6,10,20.3,10,428,79,69,37,7,6.5,2.74,0.107,130,2,200,0.91,5.15,0.52,3.2,4.8,91.9,2,4,Avon Wheatbelt
NR22,-32.7464,117.1644,309,15.7,0.5,4.6,26.6,10,20.3,10,425,78,69,37,11,5.4,1.26,0.062,50,2,110,0.96,0.86,0.22,4,3.8,92.2,4,2,Avon Wheatbelt
NR23,-33.0762,117.2717,288,15.6,0.51,4.8,26,11.1,21.6,10.1,436,77,67,39,120,6,4.06,0.143,87,4,180,5.67,7.17,0.37,6.3,3.4,90.2,4,6,Avon Wheatbelt
PI01,-33.1489,118.8294,376,15.4,0.51,4.5,25.5,10.9,19.8,9.9,364,55,50,47,3,6,0.55,0.024,17,2,75,0.49,0.99,0.15,2.8,1.8,95.4,1,9,Mallee
PI02,-33.3306,118.8083,301,15.6,0.52,4.9,24.9,11.3,19.7,10.3,351,52,46,47,7,6.4,1.01,0.052,39,0.2,140,0.88,2.96,0.3,2.8,1.8,95.4,4,1,Mallee
PI05,-33.3597,118.7472,297,15.6,0.52,4.9,24.8,11.3,21.1,10.3,350,52,47,47,9,5.9,0.86,0.05,35,14,120,0.66,1.42,0.23,3.8,2.5,93.7,5,4,Mallee
PI06,-33.4414,118.9081,309,15.5,0.52,5,24.3,11.3,20.8,10.3,359,51,43,50,4,6.1,0.68,0.027,15,0.2,72,0.61,1.18,0.16,2.9,2.4,94.6,2,2,Mallee
PI07,-33.4947,119.0481,332,15.3,0.52,5,23.9,11.2,20.5,10.3,366,50,40,52,9,6,2.63,0.083,35,0.2,180,1.82,4.25,0.35,3.8,2.5,93.7,2,2,Mallee
PI08,-33.4922,119.0911,311,15.4,0.52,5.1,23.9,11.3,20.6,10.4,363,49,39,53,94,6.6,3.7,0.179,90,4,420,8.51,8.52,1.08,2.8,1.2,96,4,1,Mallee
PI09,-33.5672,119.1275,273,15.6,0.53,5.4,23.5,11.5,20.6,10.6,364,49,38,54,5,6.3,0.74,0.031,18,3,230,0.26,1.59,0.1,1.9,1.5,96.7,1,9,Mallee
PI10,-33.5678,119.1492,264,15.6,0.53,5.4,23.5,11.6,20.7,10.7,363,48,37,54,500,7.9,3.93,0.302,200,8,620,4.95,8.5,2,5.7,8.7,85.7,4,9,Mallee
PI11,-33.6164,119.1994,258,15.6,0.53,5.5,23.2,11.7,20.6,10.7,369,48,36,56,4,5.9,0.6,0.027,15,0.2,39,0.17,0.68,0.09,2.3,1.8,95.9,1,9,Mallee
PI12,-33.6769,119.0811,304,15.3,0.53,5.3,23.1,11.3,20.2,10.4,380,50,38,55,54,6.4,2.4,0.101,68,3,150,3.09,8.07,0.29,2.9,2.9,94.3,4,1,Mallee
PI13,-33.7031,118.9831,343,15,0.52,5.1,23,11.1,20,10.1,389,51,39,55,4,5.7,0.66,0.022,14,0.2,28,0.22,0.74,0.07,2.3,1.9,95.8,2,1,Mallee
PI14,-33.1599,118.8019,379,15.4,0.51,4.5,25.5,10.9,19.7,9.9,363,55,50,47,4,6.3,2.54,0.126,65,4,320,8.29,12.34,0.64,3.3,3.3,93.3,4,1,Mallee
PI15,-33.3665,118.8992,318,15.5,0.52,4.9,24.6,11.2,20.9,10.3,357,51,44,49,7,6.3,1.1,0.05,38,3,130,1.42,2.91,0.31,3.8,2.6,93.6,4,2,Mallee
PI16,-33.4761,119.0788,320,15.4,0.52,5.1,23.9,11.3,20.6,10.3,363,50,40,52,23,6.2,0.99,0.039,17,0.2,130,2.64,0.86,0.2,6.6,6.9,86.5,4,1,Mallee
PI17,-33.4665,119.0528,367,15.2,0.52,4.9,24,11,20.4,10.1,370,51,40,53,4,6.3,1.18,0.039,16,0.2,79,0.72,1.37,0.18,2.8,1.8,95.4,2,2,Mallee
PI18,-33.3671,118.9341,321,15.5,0.52,4.9,24.6,11.2,20.9,10.3,357,51,44,49,3,5.9,0.45,0.012,11,2,17,0.13,0.56,0.05,2.9,0.5,96.6,1,9,Mallee
PI19,-33.2754,118.7462,300,15.7,0.52,4.9,25.2,11.3,19.9,10.3,347,52,48,46,4,6.6,1.14,0.051,40,2,110,0.71,4.99,0.26,2.9,2.9,94.3,2,2,Mallee
PI21,-33.2226,118.7314,306,15.7,0.52,4.8,25.4,11.2,20,10.3,345,52,49,45,4,6.2,1.14,0.045,33,2,130,0.92,1.69,0.27,2.3,2.6,95.1,2,1,Mallee
PI23,-33.2414,118.7049,286,15.8,0.52,4.9,25.4,11.3,20,10.4,341,52,49,44,4,6.1,1.22,0.04,24,2,23,0.34,2.14,0.06,3.4,0.9,95.7,1,9,Mallee
PI24,-33.2961,118.5978,331,15.5,0.51,4.7,25.2,11,19.7,10.1,345,53,49,45,37,6.8,2.48,0.101,74,5,310,7.67,5.61,0.66,3,4.7,92.3,4,2,Mallee
PI25,-33.1768,118.8251,375,15.4,0.51,4.5,25.4,10.9,19.7,9.9,363,55,49,47,11,7.2,1.33,0.072,70,2,290,1.33,2.05,0.67,6.2,8.1,85.7,5,2,Mallee
QU01,-31.8539,117.618,356,16.7,0.49,4.5,28.3,11.4,21.9,10.3,346,63,65,36,5,5.7,0.81,0.054,42,0.2,86,0.23,1.76,0.17,2.3,2.7,95,5,4,Avon Wheatbelt
QU02,-31.7892,117.4959,255,17.3,0.49,5,28.3,12,22.4,10.9,333,60,66,34,3,6.2,0.56,0.023,15,0.2,53,0.22,0.77,0.1,2.8,1.7,95.4,2,1,Avon Wheatbelt
QU03,-31.7788,117.4728,276,17.2,0.49,5,28.3,11.9,22.3,10.8,340,61,66,35,6,6.1,2.44,0.11,82,3,180,0.85,3.53,0.38,2.4,4.1,93.5,2,1,Avon Wheatbelt
QU04,-31.9858,117.4988,234,17.1,0.5,4.9,28.3,11.9,22.2,10.9,332,61,67,33,2,5.7,0.5,0.022,23,0.2,42,0.17,0.5,0.1,1.9,1.5,96.5,1,9,Avon Wheatbelt
QU05,-32.0412,117.5219,245,17,0.5,4.9,28.3,11.8,22.1,10.8,334,62,67,34,59,6.2,1.67,0.106,98,5,210,2.32,6.36,0.36,4.1,4.8,91.2,5,5,Avon Wheatbelt
QU06,-32.1256,117.5091,313,16.6,0.49,4.5,28.1,11.4,21.6,10.3,356,66,68,35,18,6.8,1.31,0.076,56,3,140,5.45,3.13,0.34,17.7,4,78.3,4,1,Avon Wheatbelt
QU09,-32.0836,117.3681,226,17,0.5,4.9,28.1,11.9,22,10.8,346,65,69,34,8,7,0.99,0.06,100,4,330,2.36,4.37,0.82,5.2,5.2,89.7,4,1,Avon Wheatbelt
QU10,-31.9912,117.4056,244,17,0.5,4.9,28.2,11.8,22.1,10.8,341,63,67,34,2,5.7,0.76,0.03,28,0.2,37,0.15,0.63,0.06,3.7,2.2,94.1,2,2,Avon Wheatbelt
QU11,-32.0267,117.367,248,17,0.5,4.9,28.2,11.8,22,10.7,348,65,68,34,3,5.9,0.43,0.023,42,0.2,62,0.17,0.48,0.11,0.6,2.8,96.6,2,4,Avon Wheatbelt
QU12,-32.0209,117.383,247,17,0.5,4.9,28.2,11.8,22,10.8,345,65,68,34,3,6.5,0.94,0.049,57,2,150,1.4,2.91,0.3,1.2,3.2,95.6,4,2,Avon Wheatbelt
QU14,-31.7791,117.4712,278,17.2,0.49,5,28.3,11.9,22.3,10.8,341,61,66,35,7,6.1,1.73,0.057,33,2,80,0.62,3.52,0.17,2.1,2.8,95,2,6,Avon Wheatbelt
QU15,-32.0057,117.3143,347,16.4,0.49,4.5,28,11.2,21.5,10.2,380,71,69,36,43,5.5,5.88,0.184,98,9,180,3.49,6.08,0.35,7.5,8,84.5,4,2,Avon Wheatbelt
QU16,-31.878,117.5458,239,17.3,0.49,5,28.4,12,22.4,11,326,60,66,34,16,6.4,1.67,0.088,71,5,240,3.16,4.06,0.44,4.2,6.1,89.8,4,2,Avon Wheatbelt
QU17,-32.0484,117.4079,225,17.1,0.5,4.9,28.2,11.9,22.1,10.9,339,64,68,34,6,6.2,1.3,0.066,74,4,200,2.41,3,0.39,1.7,4.7,93.7,4,2,Avon Wheatbelt
QU18,-32.0939,117.2381,257,16.8,0.5,4.8,28,11.6,21.8,10.6,372,71,71,34,5,6,0.88,0.038,47,0.2,75,0.3,1.26,0.13,1.8,2.8,95.4,4,9,Avon Wheatbelt
QU19,-31.9155,117.4511,268,17,0.49,4.9,28.3,11.8,22.1,10.8,343,63,67,34,8,6.1,1.37,0.072,72,4,150,1.93,2.77,0.26,4.1,3.6,92.3,4,1,Avon Wheatbelt
QU20,-31.9853,117.3558,297,16.7,0.49,4.7,28.1,11.5,21.8,10.5,361,67,68,35,3,5.8,1.26,0.089,81,2,130,0.23,2.98,0.23,1.6,3.5,94.9,5,3,Avon Wheatbelt
QU21,-32.1968,116.7836,257,16.3,0.51,4.8,27.3,10.5,21.1,10.5,473,94,79,36,11,6.7,1.62,0.063,48,3,120,2.72,2.82,0.23,2.8,3.1,94.1,4,2,Avon Wheatbelt
QU22,-31.7985,117.4688,293,17.1,0.49,4.9,28.3,11.8,22.2,10.7,346,62,66,35,2,5.6,1.81,0.129,150,6,73,0.71,1.34,0.12,1.5,4,94.6,5,1,Avon Wheatbelt
QU23,-31.7945,117.4635,301,17,0.49,4.8,28.3,11.7,22.2,10.7,348,63,66,35,2,5.6,0.37,0.024,25,0.2,50,0.39,0.59,0.12,1.7,2.2,96.1,1,9,Avon Wheatbelt
QU24,-31.7991,117.4693,293,17.1,0.49,4.9,28.3,11.8,22.2,10.7,345,62,66,35,2,6.3,0.48,0.036,36,2,48,0.19,1.19,0.06,3.3,1.6,95.1,5,9,Avon Wheatbelt
QU25,-31.7937,117.4636,301,17,0.49,4.9,28.3,11.7,22.2,10.7,348,63,66,35,2,5.9,0.52,0.032,30,2,62,0.24,0.37,0.07,3.8,2.1,94.1,4,1,Avon Wheatbelt
QU26,-31.792,117.468,292,17.1,0.49,4.9,28.3,11.8,22.2,10.7,345,62,66,35,4,6.7,1.46,0.074,67,2,89,0.65,3.83,0.2,1.6,3,95.4,5,5,Avon Wheatbelt
QU27,-31.7908,117.4775,277,17.2,0.49,4.9,28.3,11.9,22.3,10.8,340,61,66,35,2,6.2,1.06,0.046,45,2,42,0.22,1.07,0.08,2.3,2.5,95.2,4,1,Avon Wheatbelt
QU28,-31.7923,117.5062,248,17.3,0.49,5.1,28.3,12,22.5,11,331,60,66,34,1,5.7,0.51,0.026,23,0.2,13,0.07,0.36,0.04,2.3,1.3,96.4,1,9,Avon Wheatbelt
QU29,-31.7898,117.4759,278,17.1,0.49,4.9,28.3,11.9,22.3,10.8,341,62,66,35,2,5.8,0.56,0.03,25,0.2,44,0.13,0.57,0.06,3.3,1.9,94.8,4,1,Avon Wheatbelt
QU30,-31.7935,117.5033,249,17.3,0.49,5,28.3,12,22.5,11,331,60,66,34,2,6.2,0.68,0.034,28,2,42,0.16,0.76,0.06,2.3,1.6,96.1,1,9,Avon Wheatbelt
QU31,-31.7914,117.4939,255,17.3,0.49,5,28.3,12,22.4,10.9,334,60,66,34,1,5.9,0.48,0.024,21,0.2,25,0.12,0.64,0.04,3.3,1.6,95.1,1,9,Avon Wheatbelt
QU32,-31.7889,117.4964,255,17.3,0.49,5,28.3,12,22.4,10.9,333,60,66,34,1,5.8,0.69,0.03,22,0.2,23,0.07,0.44,0.03,2.7,1.4,95.9,2,1,Avon Wheatbelt
QU33,-31.7824,117.4721,279,17.1,0.49,4.9,28.3,11.9,22.3,10.8,341,62,66,35,4,6.4,1.96,0.07,62,2,140,0.75,4.85,0.26,2.6,3.5,94,2,1,Avon Wheatbelt
QU34,-31.7822,117.4719,279,17.1,0.49,4.9,28.3,11.9,22.3,10.8,341,62,66,35,7,6.6,2.43,0.096,72,3,190,1.7,6.86,0.48,1.6,3.8,94.7,2,2,Avon Wheatbelt
QU35,-31.7788,117.4712,277,17.2,0.49,5,28.3,11.9,22.3,10.8,341,61,66,35,5,6.2,1.58,0.054,38,2,55,0.51,3.24,0.1,2.7,2.2,95,4,2,Avon Wheatbelt
QU36,-31.7778,117.4677,279,17.2,0.49,5,28.3,11.9,22.3,10.8,342,62,66,35,1,5.7,0.68,0.026,28,2,23,0.06,0.78,0.04,2.3,2.7,94.9,1,9,Avon Wheatbelt
QU37,-31.7788,117.4723,277,17.2,0.49,5,28.3,11.9,22.3,10.8,341,61,66,35,3,6.4,1.74,0.081,70,2,140,0.58,3.48,0.22,2.2,2.4,95.4,2,1,Avon Wheatbelt
QU38,-31.7774,117.4983,259,17.3,0.49,5,28.3,12,22.4,10.9,334,60,66,34,5,5.9,1.38,0.059,64,5,86,1.21,2.15,0.13,2.3,2.7,94.9,4,1,Avon Wheatbelt
QU39,-31.7769,117.4993,259,17.3,0.49,5,28.3,12,22.4,10.9,334,60,66,34,2,5.7,1.21,0.069,76,2,110,0.27,1.55,0.2,3.6,3.3,93.1,5,1,Avon Wheatbelt
QU40,-31.7743,117.4946,262,17.3,0.49,5,28.3,12,22.4,10.9,335,60,66,34,4,6.6,1.62,0.084,71,3,190,2.6,3.82,0.42,4.8,2.4,92.9,4,1,Avon Wheatbelt
QU41,-31.7781,117.4956,260,17.3,0.49,5,28.3,12,22.4,10.9,334,60,66,34,5,6,1.51,0.062,48,2,43,1.08,1.72,0.08,3.8,2.1,94.1,4,1,Avon Wheatbelt
QU42,-31.78,117.4968,259,17.3,0.49,5,28.3,12,22.4,10.9,334,60,66,34,1,5.9,0.38,0.018,17,0.2,24,0.1,0.64,0.04,1.3,1.6,97.1,1,9,Avon Wheatbelt
SPM001E,-33.3556,118.8239,297,15.6,0.52,5,24.8,11.3,21.1,10.4,352,51,46,47,10.85,6.5,0.87,0.038,35,0.2,100,1.1,2.7,0.21,2.4,1.9,95.7,4,2,Mallee
SPM011A,-33.8275,116.6703,250,14.8,0.53,4.7,24.8,9.9,20.3,9.9,570,101,69,42,3.5,6.1,1,0.039,30,3,52,0.85,1.23,0.1,2.7,2.8,94.6,4,2,Jarrah Forest
SPM025H,-33.2511,119.6211,317,15.8,0.53,5.3,24.3,11.5,19.7,10.6,342,46,36,54,4.96,6.1,0.49,0.029,23,0.2,82,0.42,1.23,0.16,2.3,1.1,96.6,1,9,Mallee
SPS030A,-32.4581,117.9981,291,16.5,0.5,4.4,28.2,11.4,21.5,10.3,342,60,62,36,35.4,4.8,3.63,0.277,230,4,90,0.51,0.64,0.13,1.3,2.4,96.3,5,1,Mallee
SPS048A,-31.4969,119.2325,424,17,0.49,3.9,29.4,10.1,22.5,10.1,309,49,48,47,9.9,5.7,1.08,0.096,190,7,150,0.53,1.35,0.24,2.4,3.7,94,5,1,Avon Wheatbelt
SPS054A,-33.3253,117.4006,249,15.7,0.51,5.1,25.7,11.3,21.6,10.3,420,73,63,41,12.05,5.9,2.52,0.25,480,39,160,0.53,1.36,0.32,0.3,2.9,96.8,5,1,Avon Wheatbelt
SPS059A,-31.8586,118.8442,405,16.7,0.49,4,28.9,11,22,10,316,49,50,43,81.2,4.9,1.29,0.101,210,8,130,0.53,0.44,0.2,2.3,3,94.8,5,1,Avon Wheatbelt
SPS070A,-33.0094,118.6022,306,15.9,0.51,4.6,26.4,11.2,20.4,10.3,329,53,53,41,17.1,5.6,1.13,0.094,220,8,110,0.24,0.6,0.19,1,3,96,5,1,Mallee
SPS089B,-32.9639,120.3614,264,16.3,0.53,5.4,24.9,11.9,21.6,11,303,38,32,49,39.8,7.1,1.07,0.044,30,0.2,220,1.8,3.94,0.53,0.8,2.3,97,4,2,Mallee
SPS094A,-33.9364,119.0656,254,15.2,0.53,5.6,21.9,11.6,19.8,10.7,421,52,37,60,69.7,6,7.18,0.46,220,11,280,11.18,14.36,0.57,1.1,2,96.8,5,1,Esperance Plains
SPS115C,-34.1006,118.5367,268,14.8,0.53,5.4,21.6,11.2,19.5,10.3,413,53,40,56,18.4,5.7,0.78,0.041,32,2,70,0.74,1.99,0.13,0.6,2.1,97.3,5,1,Esperance Plains
SPS121D,-33.9417,120.4303,7,16.6,0.56,7.2,20.6,13.3,20.7,12.5,528,70,45,71,17.5,9,1.76,0.076,30,3,130,1.79,3.35,0.27,2.7,1.2,96.1,1,9,Esperance Plains
SPS126A,-30.6806,118.5528,389,18,0.47,4.6,29.7,11.8,23.7,10.8,266,42,50,38,28.8,4.6,0.98,0.106,290,16,160,0.31,0.25,0.27,5.2,4.3,90.5,5,1,Avon Wheatbelt
SPS126B,-30.6806,118.5528,389,18,0.47,4.6,29.7,11.8,23.7,10.8,266,42,50,38,100,4.6,0.78,0.097,460,13,220,0.94,0.72,0.38,8.3,9.5,82.2,5,1,Avon Wheatbelt
SPS138B,-33.3528,121.7664,188,15.7,0.54,5.4,23.1,11.7,20.5,10.9,392,48,35,59,22.5,8.7,1.04,0.051,34,2,390,2.96,5.43,1.02,3.1,3.4,93.5,4,2,Mallee
SPS139A,-33.1264,121.8006,236,15.7,0.54,4.8,24.4,11.4,19.5,10.6,351,42,29,60,8.47,6.2,1.48,0.096,120,3,100,1.09,1.79,0.15,0.2,3.2,96.6,5,1,Mallee
SPS139B,-33.1264,121.8006,236,15.7,0.54,4.8,24.4,11.4,19.5,10.6,351,42,29,60,4.88,7,1.53,0.107,120,2,200,2.56,3.76,0.5,0.9,3.8,95.3,5,1,Mallee
SPS145A,-30.839,117.905,341,17.9,0.47,5.2,28.7,12.2,23.3,11.1,300,50,54,42,85.7,7.8,1.67,0.106,87,7,510,4.77,10.83,1.15,3.8,3.1,93.1,4,2,Avon Wheatbelt
SPS145B,-30.839,117.905,341,17.9,0.47,5.2,28.7,12.2,23.3,11.1,300,50,54,42,57.2,6.3,1.51,0.083,57,3,290,3.05,8.36,0.57,2.8,4.2,93,4,2,Avon Wheatbelt
SPS151C,-30.3019,115.9364,224,18,0.51,5.4,28.8,12.9,22.7,11.8,433,88,78,45,4.1,6.2,0.33,0.013,1,2,1,0.1,0.48,0.02,1.8,0.4,97.8,1,9,Swan Coastal Plain
SPS153A,-30.1222,115.6783,264,18.2,0.51,6.1,28.2,12.1,22.6,12.1,487,104,83,43,5.45,5.8,0.71,0.046,72,9,33,0.46,1.2,0.08,3.3,2.1,94.6,4,2,Geraldton Sandplains
SPS153B,-30.1222,115.6783,264,18.2,0.51,6.1,28.2,12.1,22.6,12.1,487,104,83,43,15.5,5.4,0.8,0.039,88,8,33,0.31,0.83,0.07,2.7,1.7,95.6,4,2,Geraldton Sandplains
SPS153C,-30.1222,115.6783,264,18.2,0.51,6.1,28.2,12.1,22.6,12.1,487,104,83,43,29.3,5.6,1.35,0.076,78,6,35,0.73,2.3,0.07,1.9,2,96.1,4,2,Geraldton Sandplains
SPS175A,-29.0728,115.9975,312,19.3,0.49,5.9,30.1,13.5,21.5,12.3,326,63,67,39,13.64,5.6,0.82,0.086,360,50,130,0.64,1.32,0.21,5.7,4.3,90.1,5,1,Avon Wheatbelt
SPS175B,-29.0728,115.9975,312,19.3,0.49,5.9,30.1,13.5,21.5,12.3,326,63,67,39,14.35,5.6,1.01,0.119,1700,110,130,0.34,1.21,0.2,2.5,5.8,91.6,5,1,Avon Wheatbelt
SPS176A,-29.5242,116.7922,284,19.4,0.48,5.6,30.6,13.3,21.8,12.2,292,53,62,39,45.6,5.7,0.46,0.044,130,6,130,0.66,0.6,0.22,4.3,3,92.8,5,1,Yalgoo
SPS176B,-29.5242,116.7922,284,19.4,0.48,5.6,30.6,13.3,21.8,12.2,292,53,62,39,7.4,5.4,0.68,0.056,160,5,80,0.3,0.42,0.16,4.2,2.4,93.3,5,1,Yalgoo
SPS176C,-29.5242,116.7922,284,19.4,0.48,5.6,30.6,13.3,21.8,12.2,292,53,62,39,7.45,6.1,0.56,0.05,180,5,120,0.77,1.21,0.23,5.7,4.7,89.6,5,1,Yalgoo
ST01,-34.3083,117.5692,300,14.5,0.52,5.4,21.8,10.9,19.2,10,515,76,53,57,5,6,1.19,0.05,34,2,90,0.43,1.62,0.21,2.4,3.1,94.6,2,2,Avon Wheatbelt
ST02,-34.3622,117.5686,287,14.5,0.52,5.5,21.5,10.9,19.1,10.1,532,78,52,58,5,5.8,1.49,0.049,26,3,38,0.67,3.28,0.11,0.5,0.9,98.7,1,9,Jarrah Forest
ST03,-34.3606,117.5619,286,14.5,0.52,5.5,21.5,10.9,19.1,10.1,533,78,52,58,8,5.7,4.47,0.152,77,4,120,1.71,6.5,0.32,4.3,4.1,91.6,2,1,Jarrah Forest
ST04,-34.2928,117.9808,230,14.8,0.53,5.7,21.2,11.3,19.4,10.4,422,59,47,54,4,6,0.6,0.019,14,2,50,0.25,0.76,0.1,1.7,1.9,96.5,2,3,Esperance Plains
ST05,-34.3003,118.0675,233,14.8,0.53,5.7,21,11.3,19.3,10.4,418,58,46,55,19,6.2,3.91,0.224,200,6,180,6.98,6.58,0.36,0.9,4.3,94.8,5,4,Esperance Plains
ST06,-34.2992,118.0719,232,14.8,0.53,5.7,21,11.3,19.3,10.4,417,58,46,55,6,6.3,1.36,0.076,70,3,120,0.87,3.86,0.25,2.5,3.7,93.8,4,2,Esperance Plains
ST07,-34.2664,117.9789,238,14.8,0.53,5.6,21.4,11.3,19.4,10.4,416,58,47,53,3,6.3,0.96,0.031,16,2,20,0.36,1.72,0.04,1.4,0.9,97.7,1,9,Esperance Plains
ST09,-34.1678,117.9503,238,14.9,0.52,5.5,22,11.3,19.7,10.4,396,57,48,50,12,6.3,1.64,0.059,46,8,120,1.58,2.97,0.24,1.9,4.2,93.9,4,2,Mallee
ST10,-34.1611,117.9519,239,14.9,0.52,5.5,22,11.3,19.7,10.4,395,57,49,50,8,5.3,5.5,0.161,64,3,100,1.53,4.84,0.23,4.4,3,92.5,2,2,Mallee
ST11,-34.1522,117.6692,251,14.9,0.52,5.5,22.5,11.2,19.8,10.3,435,64,53,50,55,5.9,2.04,0.093,79,3,100,2.3,2.9,0.2,1.8,2.5,95.7,4,2,Avon Wheatbelt
ST12,-33.9436,117.6447,295,14.9,0.51,5.2,23.4,10.9,20.1,10,424,65,55,44,83,5.8,3.07,0.147,85,3,77,3.78,3.3,0.12,2.6,3.8,93.6,4,2,Avon Wheatbelt
ST13,-34.0389,117.5583,294,14.8,0.51,5.3,23.1,10.9,19.9,10,452,69,56,45,5,5.7,2.23,0.113,81,2,180,1.41,3.92,0.37,1.6,3.5,94.9,5,2,Avon Wheatbelt
ST15,-34.2829,118.5062,137,15.2,0.54,6,20.7,11.9,19.6,11,439,54,39,64,8,5.2,2.28,0.142,63,3,140,0.62,2.62,0.31,1.4,4.5,94.1,5,2,Esperance Plains
ST16,-34.2863,118.5081,126,15.3,0.54,6.1,20.7,12,19.6,11.1,438,54,39,64,9,6.5,3.45,0.158,92,5,240,3.5,9.38,0.44,11.1,5.7,83.1,5,3,Esperance Plains
ST17,-34.2856,118.5209,127,15.3,0.54,6.1,20.7,12,19.6,11.1,439,54,39,65,9,6,2.67,0.112,100,4,110,1.72,4.12,0.22,0.9,6.2,92.9,4,1,Esperance Plains
ST18,-34.2839,118.5204,131,15.3,0.54,6,20.7,11.9,19.6,11.1,439,54,39,65,220,5.3,4.62,0.14,97,10,220,7.17,3,0.38,4.5,3.1,92.4,4,2,Esperance Plains
ST19,-34.1786,118.6136,204,15,0.54,5.7,21.2,11.6,19.5,10.7,428,53,38,65,2,5.9,0.67,0.024,18,2,31,0.24,0.85,0.07,5.9,2.1,92.1,2,2,Esperance Plains
ST20,-34.2344,118.6814,114,15.4,0.54,6.1,20.8,12.1,19.8,11.2,433,53,37,66,6,6.5,1.65,0.047,34,2,79,2.45,2.39,0.19,8.8,3.6,87.6,4,2,Esperance Plains
ST21,-33.8151,118.8151,259,15.3,0.53,5.4,22.7,11.4,20.2,10.5,386,50,40,53,6,5.5,1.43,0.078,63,2,110,0.8,1.72,0.24,8.3,2,89.7,5,2,Mallee
ST22,-33.8145,118.4743,296,15,0.52,5.1,23.1,11.1,20.1,10.2,378,52,44,50,410,6,4.28,0.206,140,9,700,10.56,12.82,1.25,1.9,5.2,93,4,1,Mallee
ST23,-33.9691,118.1087,259,15,0.52,5.3,22.8,11.2,20,10.3,376,55,48,46,8,6.1,2.18,0.099,70,3,140,2.35,3.33,0.33,10.8,5.5,83.7,4,1,Mallee
ST24,-34.3299,117.8222,277,14.6,0.52,5.5,21.2,11,19.1,10.2,460,65,49,56,4,5.7,0.9,0.03,20,2,43,0.24,0.9,0.12,7.2,2,90.8,1,9,Esperance Plains
ST25,-34.5774,117.9853,126,15,0.54,6.4,19.3,12,19.1,11.1,549,73,45,69,190,4.9,6.59,0.272,260,14,520,5.56,4.87,0.43,1.6,10.9,87.5,4,2,Esperance Plains
ST26,-33.9471,117.6439,295,14.9,0.51,5.2,23.4,10.9,20.1,10,424,65,55,44,70,6,5.06,0.161,140,7,130,6.59,7.91,0.36,10.3,3.8,85.9,4,2,Avon Wheatbelt
TR01,-30.9121,118.7059,401,17.7,0.48,4.4,29.7,11.6,23.3,10.6,279,45,50,40,7,6.7,1.61,0.094,100,7,270,1.84,4.73,0.53,4.7,4.5,90.8,4,2,Avon Wheatbelt
TR02,-30.8889,118.6823,452,17.4,0.47,4.2,29.6,11.3,23.1,10.3,285,46,50,41,3,6,1.26,0.047,42,0.2,49,0.39,1.34,0.11,3.3,2.7,94.1,1,9,Avon Wheatbelt
TR03,-30.8901,118.6538,488,17.2,0.47,4.1,29.6,11.1,22.9,10.1,291,47,51,42,96,5.2,4.21,0.137,59,5,180,3.76,5.86,0.28,4.7,2,93.3,4,1,Avon Wheatbelt
TR04,-30.8908,118.654,489,17.2,0.47,4.1,29.6,11.1,22.9,10.1,292,47,51,42,5,5.7,1.9,0.072,64,2,75,0.66,1.87,0.12,4.2,2.7,93.1,5,3,Avon Wheatbelt
